idx,label,sentence1,sentence2
3577,0,"The Fed 's Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May .","Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June , a record high , from 10.6 in May ."
902,0,"It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops .",The group has the support of about 215 churches and an estimated 25 bishops .
2453,1,"Rep. Louise Slaughter , D-N.Y. , declared , "" The Congress of the United States has never -- ever -- outlawed a medical procedure .",""" The Congress of the United States has never — ever — outlawed a medical procedure , "" said Rep. Louise McIntosh Slaughter ( D-N.Y. ) ."
3355,0,Tamil parties blame the Liberation Tigers of Tamil Eelam ( LTTE ) for these killings .,The government wanted to revive talks with the Liberation Tigers of Tamil Eelam ( LTTE ) to discuss the interim structure .
1971,1,Officials with North Carolina Speedway at Rockingham could not be reached .,NASCAR officials could not be reached for comment Tuesday .
4070,1,The new rules will allow a single company to own TV stations that reach 45 percent of U.S. households instead of the old 35 percent .,The changed national ownership limit allows a company to own TV stations reaching 45 percent of U.S. households instead of 35 percent .
860,1,An amendment to remove the exemption for the state-sanctioned sites failed on a much closer 237-186 vote .,An amendment to remove such protections failed by a vote of 186 to 237 .
1388,0,"Blair has said there is not ' ' a shred of truth ' ' in allegations the government manipulated evidence , and has resisted calls for a full public inquiry .",Blair has said there is not ``a shred of truth ' ' in allegations that the government manipulated evidence about Iraq 's weapons programs .
1138,0,"The broader Standard & Poor 's 500 Index .SPX was up 3.41 points , or 0.35 percent , at 967.00 , also its highest close so far this year .","The broader Standard & Poor 's 500 Index .SPX was down 0.04 points , or 0 percent , at 971.52 ."
1265,1,"The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75 , while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97 .","On Wall Street , the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1 ."
1761,0,The unions also staged a five-day strike in March that forced all but one of Yale 's dining halls to close .,The unions also staged a five-day strike in March ; strikes have preceded eight of the last 10 contracts .
625,0,"Shares of USA Interactive rose $ 2.28 , or 7 percent , to $ 34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year .","Shares of LendingTree rose $ 6.03 , or 41 percent , to close at $ 20.72 on the Nasdaq stock market yesterday ."
1944,1,An attempt last month in the Senate to keep the fund open for another year fell flat .,An attempt to keep the fund open for another year fell flat in the Senate last month .
90,0,"The technology-laced Nasdaq Composite Index < .IXIC > added 1.92 points , or 0.12 percent , at 1,647.94 .","The technology-laced Nasdaq Composite Index .IXIC dipped 0.08 of a point to 1,646 ."
290,1,"The state , which previously conducted two triple executions and two double executions , says the policy is designed to reduce stress on its prison staff .","The state previously conducted two triple executions and two double executions , a practice it says is intended to reduce stress on the prison staff ."
3913,1,Mr. Bush has credited the Dallas pastor with helping to inspire the idea of using federal dollars to fund faith-based programs .,He has credited Dr. Evans with helping to inspire the idea of federal financing for faith-based programs .
2252,1,"Although Prempro pills were used in the study , the researchers said they had no evidence that other brands were safer .","Athough Prempro pills were used in the study , the researchers say they have no evidence that other brands are safer ."
81,0,Kelly will begin meetings with Russian Deputy Foreign Minister Alexander Losyukov in Washington on Monday .,Russian Deputy Foreign Minister Alexander Losyukov said in Moscow Tuesday a firm date would be fixed by this months end .
3330,1,"But right now it looks manageable , "" Gehman told reporters .","Right now it looks to me like it 's going to be manageable , "" he said ."
379,1,"Other data showed that buyers snapped up new and existing homes at a brisk pace in April , spurred by low mortgage rates .","Other data showed sales of existing and new homes grew at a robust pace in April , spurred by low mortgage rates ."
2982,0,"Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said .","Police have arrested a "" potential suspect "" in the abduction of 9-year-old Jennette Tamayo , San Jose Police Chief William Lansdowne said Monday ."
3187,1,"On Wednesday , Judge Pollack dismissed another case , this one against Merrill Lynch investors in the firm 's Global Technology Fund .","On Wednesday , Judge Pollack dismissed a similar class-action lawsuit filed by investors who lost money in Merrill 's Global Technology fund ."
3906,1,The four fund companies named by Spitzer each said they 're cooperating with his investigation .,All the fund companies have said they are cooperating with Spitzer 's probe .
2177,1,"AMD reported a net loss of $ 140 million for the quarter ended June 29 , on sales of $ 645 million .","In the first quarter of 2003 , AMD reported a net loss of $ 146 million , or 42 cents per share , on sales of $ 715 million ."
3321,0,"Lucent 's stock shed 6 cents , or 2.7 percent , to close at $ 2.15 after heavy trading on the New York Stock Exchange on Friday .",Lucent 's stock was up a penny at $ 2.22 in heavy trading on the New York Stock Exchange on Friday afternoon .
1453,0,"The equivalent of 75,000 55-gallon barrels of waste thought to contain transuranic waste are stored underground at Hanford .","The equivalent of 75,000 55-gallon barrels of transuranic and low-level radioactive waste , some of it mixed with hazardous chemicals , is buried at Hanford ."
