idx,label,sentence
667,1,Harriet gave a mug to John and a scarf to Vivien.
7264,1,I wonder whether Mary will win.
4616,1,John has been chosen for the position.
4298,1,Stephen believed there to be a fountain in the park.
2865,1,Marble carves easily.
1609,1,He said he would leave and now he's done it.
2102,0,I lent the book all the way to Tony.
3848,1,Last year I saw this film several times.
3655,0,John sounded happily.
4220,0,Her family are all avid skiers.
5707,0,The with milk coffee is hot.
8129,1,Anson danced extremely frantically at Trade.
33,1,Bill bled on the floor.
6150,1,I sent Louis a book.
4807,0,John knows whose book Mary bought and Tom talked.
6108,0,It was kissed the puppy.
5641,1,The king loved peanut butter cookies.
3384,1,A little white rabbit jumped out of the box.
5489,1,Sally isn't such a fool as people think.
8030,1,Owners of a pig love to eat truffles.
3285,1,The soldiers lodged in the schoolhouse.
659,0,John gave Bill of the book.
3226,0,Cities destroy easily.
294,0,"Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?"
5384,1,She has enough of a problem as it is.
2407,1,That whole wheat flour bakes wonderful bread.
8313,1,Poseidon appears to own a dragon
5873,0,Jennie smiled the microwave.
2356,0,We rummaged papers through the desk.
961,1,John tries to often meet Mary.
585,0,The cup emptied with water.
5925,0,Jennie smiled the sandwich.
5697,1,The big man from NY has often said that he gave peanuts to elephants.
1571,1,I regret it exceedingly that she was lying.
3438,1,The man kicked the ball.
676,1,John learned French perfectly.
7961,1,He looked it up
7736,1,Aphrodite wanted to live and Ishtar tried to
879,0,You shouldn't have played with rifles because to have is dangerous.
3445,1,Some sentences can go on and on and on and on.
7079,1,The students and Professor Swansong are meeting in the park.
3646,0,the my dog is a terrier.
3082,1,Ellen said something.
240,1,So much did he eat that he got sick.
5889,1,Bob gave Steve the syntax assignment.
6257,1,Robert knows that it is essential.
2990,1,The clown amused the children.
7298,1,My nephew could write letters to his parents with a fountain pen with your help.
3863,1,John's mother sent a letter to Mary.
4467,1,He might have left.
4975,1,A fellow student saw this felt sorry for Miss Kim and offered her his own book.
504,0,John would be preferred to be the candidate.
6433,1,Mary talks to any student.
1363,1,These points I'm going to ask Bill to make the old geezer take up later.
4316,1,Someone tried to leave the town.
8360,1,"When dining with evil crocodiles, it is advisable to wear armour."
8505,0,The constantly reading Shakespeare satisfied me
6856,0,It is the best students he gives this book.
3607,1,"The tall, kind, handsome man kicked the ball."
1905,1,There was a yellow collar on the dog which the car injured.
201,0,"The more he reads, the more people I wonder what he will give to."
3580,1,It is crucial that John should show an interest.
2253,0,Monica moved at the cat.
1157,1,I insist on seeing all the student' through who started out the term in my class.
1045,1,The men surrounded the fort.
6700,1,The Romans built this aqueduct.
2952,0,I shaped a loaf from the dough.
1349,0,Reports of which the government prescribes the height of the Lettering on the covers are invariably boring.
6244,1,The cat thinks that he is out of the bag.
973,1,The writers could so believe the boy.
3375,1,The ball rolled into the gutter.
6373,1,Rarely is any lion majestic.
5864,1,Martha said that Bill loved his Cheerios in the morning.
1564,1,"If Jim feels good, he will go."
4200,1,The money that you gave me disappeared last night.
4419,0,Kim must will bake a cake.
8486,1,Nathan caused Benjamin to see himself in the mirror.
2121,1,Gordie Gillespie still can give a piece of his mind to the umps.
2312,0,I detached the handle and the box apart.
1428,1,The teacher who the reporters expected that the principal would fire is a crusty old jerk.
6536,0,Who did you wonder if came?
2937,1,"$100,000 will build you a house."
1730,1,"Hank plays the guitar and finds arrangements for all the old folk songs which are still sung in these hills, and Ernie writes down all the old folk songs which are still sung in these hills."
1531,1,John scratched his arm and Mary did too.
4243,0,"That dog is so ferocious, it even tried to bite himself."
3198,1,The jewel sparkled.
7597,1,Susan wanted to sleep.
2765,1,Michelle kept the papers behind the desk.
6084,1,The tuna must have been eaten.
3175,1,The barber shaved my chin.
914,1,Dulles suspected everyone who Angleton did.
4384,1,The boys will all be there.
2058,1,I promise a good time to all who come.
7118,1,You can depend on my assistant and that he will be on time.
8193,1,Moya's football team loved her
16,1,Bill broke the bathtub.
5296,1,"John, because he's such a nice guy, would like that."
4030,1,There exist few solutions which are cost-effective.
7970,1,"If one were to steal talismans from witches, then that would be dangerous."
5552,1,They may grow as much as six feet high.
5047,1,He made it clear he would continue to co-operate with the United Nations.
6978,1,This book reads well.
2068,1,To whom did you give the ball?
5957,0,I inquired John likes his beer.
6079,1,The tuna will have been eaten.
6747,1,"In spite of his dislike of Mrs Bennet, Mr D'Arcy married Elizabeth."
2947,1,David constructed the house.
3023,1,I searched for treasure in the cave.
1108,1,I called almost all of the men from Boston up.
4760,1,We talked about the fact that he was sick for days.
7899,1,The sheep cry
5756,1,The book of poems with the bright red cover stinks.
6974,1,We spent yesterday cooking.
2519,1,The truck rumbled.
4104,0,The authorities blamed Greenpeace with the bombing.
6922,1,Sally went to the party with Andrew.
3257,1,This oven bakes potatoes well.
1957,1,"No writer, and no playwright, speaks clearly."
3483,0,John offers few advice.
4814,0,I am not certain about if he will come.
6168,1,I wonder who Jim kissed.
3959,1,Tom placed it under the table.
311,1,Who did John think that Bill claimed that Mary suspected that everybody liked?
6743,1,The commuters travelled by army lorry because of the strike.
1356,0,The boy Bill and who I watched was vain.
4754,1,Who do you think Hobbs imagined Mary said Tom saw?
4062,1,Cohen proved the independence of the continuum hypothesis.
6547,1,He was a bully.
881,0,Lilly recounted a story to be remembered because Holly had recounted a story to be.
463,1,The bed was unmade.
4730,1,Rosie got struck by lightning.
7099,1,"A policeman walked in at 11, and at 12, a fireman."
777,0,him belief that Mary kissed Bill is mistaken.
6189,1,How do you think John bought what?
2823,0,Paula spanked her right hand through the naughty child.
2668,1,Nora sent the book to London.
8001,1,Evan's every idea was completely insane.
40,0,They caused him to become angry by making him.
3819,1,John died last night.
3782,1,They spoil their kids rotten.
3149,1,Sharon flinched at the sight of the accident.
1332,1,Fred tore the curtain in roiling it up.
6399,1,Every student who is in Mary's class is working on polarity items.
6800,1,The tigers hunt prey at night.
4940,0,I met her who grows peaches.
5867,1,No man has ever beaten the centaur.
1321,1,Who ate what?
8368,1,How quickly did the Greeks take Troy?
859,0,"I remember John being discussed, but you recall Sally being."
5910,1,Stacy hit a baseball to Julia.
5130,1,This is how he did it.
4195,0,This objection is main.
6720,1,The gentleman who saved Marianne was Willoughby.
1230,1,I took a snooze.
19,1,The professor talked us into a stupor.
6479,1,John made a fool of himself in front of anyone who was there.
1876,0,"Any student, and he wears socks, is a swinger."
660,1,We have someone in the living room.
4261,0,John to fix the computer.
7184,1,"That you must go to the station, Mary should know that you must go to the station."
6128,0,There arrived three men at the palace.
4839,1,What causes students to select particular majors?
1185,1,"He told Peter that I know a taller man than John, but Peter didn't believe it."
3704,1,He looked at a book about swimming.
1360,0,The boy whose guardian's we elected employer president betrayed us.
1103,1,John is taller than Bill is.
6991,1,That was a rude remark and in very bad taste.
293,0,"It is the folks up at corporate headquarters who the sooner you solve this problem, the more easily you'll satisfy."
1139,0,"They gave my father, who had just turned 60, it."
5088,1,What is to come is in this document.
1965,1,Bill believes Anna and him to be similar.
5880,1,Lorenzo saw the eclipse.
6033,1,What did Calvin eat?
3056,1,"Susan whispered ""Shut up""."
7510,0,John hurt John with John's umbrella when John tried to open it.
2485,0,The cook boned the fish of its backbone.
2187,1,The scientist ran the rats through the maze.
6022,1,The tuna had been eaten.
2723,1,We contributed our paycheck to her.
6907,1,Sue knows the answer.
300,1,"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters."
4855,0,John was wondering to whom he was referring to.
1812,1,This violin is easy to play sonatas on.
1511,1,Do you think that he ever went there alone?
1076,1,Mary always has preferred lemons to limes.
3217,1,The well gushed oil.
7508,1,He hurt himself with it when he tried to open it.
5561,0,Mary has more friends than just Bill and Pete are.
4983,1,We just finished the final exam the result of which we can find out next week.
6304,1,Calvin has dated every girl who Jeff has.
2111,0,The old dog died partway.
4053,0,Joe hoped for Beth to find a solution.
1235,1,Bob proved that this set is recursive.
3141,1,Linda winked in agreement.
4242,0,The committee haven't yet made up its mind.
1282,0,The excellent whisky which I went to the store and have bought was very costly.
2693,0,Amanda carried at the package to New York.
5658,1,The cat ate the spider.
3181,0,She always wore herself.
204,0,"The richer he gets, the more John meets geniuses."
2676,1,Carla slid the book to Dale.
1075,1,Mary always prefers lemons to limes.
3328,1,A statue of Jefferson stood on the comer of the two boulevards.
482,1,John seemed to be a great linguist.
1024,1,Some professor admires every student.
4721,1,The lake is not to be camped beside by anybody.
1053,1,More than two students attended every seminar.
4591,1,"As a statesman, he scarcely could do anything worth mentioning."
7219,1,Mary will arrive tomorrow.
1188,1,I read a statement which was about that man.
7636,1,Susan hopes to sleep.
3223,1,Caesar put a gushing fountain by his palace.
7860,1,Anson is incredibly difficult to please.
4309,1,It seemed to rain.
3437,1,"In January 2002, a dull star in an obscure constellation suddenly became 600,000 times more luminous than our Sun, temporarily making it the brightest star in our galaxy."
1715,1,The hardest that it is believed that it has ever snowed here was last January 12th.
2983,0,We spotted them run.
